Unnamed: 0,pj_alias,status,pj_github_url,corrected_pj_github_url,pj_github_api_url,correct_url_found,ratio_of_duplicate_prs,total_prs,duplicate_prs
234,trafficcontrol,1,https://github.com/apache/TrafficControl,https://github.com/apache/TrafficControl,https://api.github.com/repos/apache/TrafficControl,TRUE,,,
235,trafficserver,1,https://github.com/apache/TrafficServer,https://github.com/apache/TrafficServer,https://api.github.com/repos/apache/TrafficServer,TRUE,,,
236,trafodion,1,https://github.com/apache/Trafodion,https://github.com/apache/Trafodion,https://api.github.com/repos/apache/Trafodion,TRUE,,,
237,trinidad,1,https://github.com/apache/Trinidad,https://github.com/apache/myfaces-trinidad,https://api.github.com/repos/apache/myfaces-trinidad,TRUE,,,
238,tuscany,1,https://github.com/apache/Tuscany,https://github.com/apache/tuscany-sdo,https://api.github.com/repos/apache/tuscany-sdo,TRUE,,,
239,twill,1,https://github.com/apache/Twill,https://github.com/apache/Twill,https://api.github.com/repos/apache/Twill,TRUE,,,
240,uima,1,https://github.com/apache/UIMA,https://github.com/apache/uima-uimaj,https://api.github.com/repos/apache/uima-uimaj,TRUE,,,
241,unomi,1,https://github.com/apache/Unomi,https://github.com/apache/Unomi,https://api.github.com/repos/apache/Unomi,TRUE,,,
242,usergrid,1,https://github.com/apache/Usergrid,https://github.com/apache/Usergrid,https://api.github.com/repos/apache/Usergrid,TRUE,,,
243,vcl,1,https://github.com/apache/VCL,https://github.com/apache/VCL,https://api.github.com/repos/apache/VCL,TRUE,,,
244,vxquery,1,https://github.com/apache/VXQuery,https://github.com/apache/VXQuery,https://api.github.com/repos/apache/VXQuery,TRUE,,,
245,webwork2,1,https://github.com/openwebwork/webwork2,https://github.com/openwebwork/webwork2,https://api.github.com/openwebwork/webwork2,TRUE,,,
246,whirr,1,https://github.com/apache/Whirr,https://github.com/apache/Whirr,https://api.github.com/repos/apache/Whirr,TRUE,,,
247,wicket,1,https://github.com/apache/Wicket,https://github.com/apache/Wicket,https://api.github.com/repos/apache/Wicket,TRUE,,,
248,wink,1,https://github.com/apache/Wink,https://github.com/apache/Wink,https://api.github.com/repos/apache/Wink,TRUE,,,
249,woden,1,https://github.com/apache/Woden,https://github.com/wso2/wso2-axis2,https://api.github.com/wso2/wso2-axis2,TRUE,,,
250,xmlbeans,1,https://github.com/apache/XMLBeans,https://github.com/apache/XMLBeans,https://api.github.com/repos/apache/XMLBeans,TRUE,,,
251,zeppelin,1,https://github.com/apache/Zeppelin,https://github.com/apache/Zeppelin,https://api.github.com/repos/apache/Zeppelin,TRUE,,,
252,agila,2,https://github.com/apache/Agila,https://github.com/agilasverige/agilasverige_site,https://api.github.com/repos/agilasverige/agilasverige_site,TRUE,,,
253,alois,2,https://github.com/apache/Alois,https://github.com/logintas/alois,https://api.github.com/repos/logintas/alois,TRUE,,,
255,ariatosca,2,https://github.com/apache/AriaTosca,https://github.com/apache/incubator-ariatosca,https://api.github.com/repos/apache/incubator-ariatosca,TRUE,,,
257,axion,2,https://github.com/apache/Axion,https://github.com/apache/ws-axiom,https://api.github.com/repos/apache/ws-axiom,TRUE,,,
259,blur,2,https://github.com/apache/Blur,https://github.com/apache/incubator-retired-blur,https://api.github.com/repos/apache/incubator-retired-blur,TRUE,,,
261,composer,2,https://github.com/apache/Composer,https://github.com/apache/openwhisk-composer,https://api.github.com/repos/apache/openwhisk-composer,TRUE,,,
262,concerted,2,https://github.com/apache/Concerted,https://github.com/apache/incubator-retired-concerted,https://api.github.com/repos/apache/incubator-retired-concerted,TRUE,,,
263,corinthia,2,https://github.com/apache/Corinthia,https://github.com/apache/incubator-retired-corinthia,https://api.github.com/repos/apache/incubator-retired-corinthia,TRUE,,,
264,cotton,2,https://github.com/apache/Cotton,https://github.com/apache/incubator-retired-cotton,https://api.github.com/repos/apache/incubator-retired-cotton,TRUE,,,
266,droids,2,https://github.com/apache/Droids,https://github.com/trickl/trickl-crawler,https://api.github.com/repos/trickl/trickl-crawler,TRUE,,,
267,gearpump,2,https://github.com/apache/Gearpump,https://github.com/gearpump/gearpump,https://api.github.com/repos/gearpump/gearpump,TRUE,,,
268,gossip,2,https://github.com/apache/Gossip,https://github.com/apache/incubator-retired-gossip,https://api.github.com/repos/apache/incubator-retired-gossip,TRUE,,,
270,hdt,2,https://github.com/apache/incubator-retired-hdt,https://github.com/apache/incubator-retired-hdt,https://api.github.com/repos/apache/incubator-retired-hdt,TRUE,,,
273,horn,2,https://github.com/apache/HORN,https://github.com/apache/incubator-retired-horn,https://api.github.com/repos/apache/incubator-retired-horn,TRUE,,,
274,htrace,2,https://github.com/apache/incubator-retired-htrace,https://github.com/apache/incubator-retired-htrace,https://api.github.com/repos/apache/incubator-retired-htrace,TRUE,,,
276,iota,2,https://github.com/apache/iota,https://github.com/apache/incubator-retired-iota,https://api.github.com/repos/apache/incubator-retired-iota,TRUE,,,
279,kalumet,2,https://github.com/apache/Kalumet,https://github.com/apache/Kalumet,https://api.github.com/repos/apache/Kalumet,TRUE,,,
284,mrql,2,https://github.com/apache/MRQL,https://github.com/apache/incubator-retired-mrql,https://api.github.com/repos/apache/incubator-retired-mrql,TRUE,,,
285,nmaven,2,https://github.com/apache/NMaven,https://github.com/apache/maven,https://api.github.com/repos/apache/maven,TRUE,,,
286,npanday,2,https://github.com/apache/NPanday,https://github.com/apache/NPanday,https://api.github.com/repos/apache/NPanday,TRUE,,,
287,odf,2,https://github.com/apache/ODFToolkit,https://github.com/apache/ODFToolkit,https://api.github.com/repos/apache/ODFToolkit,TRUE,,,
289,openaz,2,https://github.com/apache/OpenAz,https://github.com/apache/incubator-retired-openaz,https://api.github.com/repos/apache/incubator-retired-openaz,TRUE,,,
290,photark,2,https://github.com/apache/PhotArk,https://github.com/apache/PhotArk,https://api.github.com/repos/apache/PhotArk,TRUE,,,
10,druid,0,https://github.com/apache/incubator-Druid,https://github.com/apache/incubator-Druid,https://api.github.com/repos/apache/incubator-Druid,TRUE,,,
15,heron,0,https://github.com/apache/incubator-Heron,https://github.com/apache/incubator-Heron,https://api.github.com/repos/apache/incubator-Heron,TRUE,,,
17,hudi,0,https://github.com/apache/incubator-Hudi,https://github.com/apache/incubator-Hudi,https://api.github.com/repos/apache/incubator-Hudi,TRUE,,,
28,pinot,0,https://github.com/apache/incubator-Pinot,https://github.com/apache/incubator-Pinot,https://api.github.com/repos/apache/incubator-Pinot,TRUE,,,
35,shardingsphere,0,https://github.com/apache/incubator-ShardingSphere,https://github.com/apache/incubator-ShardingSphere,https://api.github.com/repos/apache/incubator-ShardingSphere,TRUE,,7969,
38,superset,0,https://github.com/apache/incubator-Superset,https://github.com/apache/incubator-Superset,https://api.github.com/repos/apache/incubator-Superset,TRUE,,9556,
